duplicate,#,question,choices,answer,explanation,source
,81,Cloud Kicks (CK) は、製品ラインに基づいてカスタマイズされたサポートを提供し、音声のみのサポートから拡張する予定です。サポート エージェントは、1 つ以上の特定の製品ラインに関して認定されています。CK では、複数のチャネルを通じてサポートを提供したいと考えています。CK は一貫した顧客エクスペリエンスを確保したいと考えています。要件を満たすためにコンサルタントはどのソリューションを推奨する必要がありますか?,A. キューベースのルーティングを備えたオムニチャネル | B. 容量ベースのルーティングを備えたオムニチャネル | C. Einstein ケース ルーティングを使用したオムニチャネル,C,製品ラインに基づくサポートと音声チャネルを組み合わせるには、Service Cloud Voiceとスキルベースルーティングを統合し、製品知識を持つ担当者に通話を自動転送します。,https://www.freecram.com/Salesforce-certification/Service-Cloud-Consultant-JPN-exam-questions.html?p=17
,82,Salesforce が OpenCTI フレームワークで提供する利点は何ですか?,A. 開発者は、カスタマイズを最小限に抑えて、利用可能な任意のテレフォニー プラットフォームと統合できます。 | B. エージェントは、一度開発するだけで、さまざまなブラウザやオペレーティング システムでテレフォニーを使用できます。 | C. エージェントは、タスク バーまたはシステム トレイに埋め込まれたオペレーティング システム レベルでソフトフォンを実行できます。,B,OpenCTIの主な利点は、ブラウザベースの統合によりデスクトップアダプターのインストールが不要になることです。プラットフォームとOS非依存で、Windows・Mac・Linuxのどのブラウザからでも電話システムをSalesforceと統合できます。,https://www.freecram.com/Salesforce-certification/Service-Cloud-Consultant-JPN-exam-questions.html?p=17
,83,Cloud Kicks は、Experience Cloud の顧客がケースの作成と追跡、今後の製品発表の確認、共通の関心を持つ他の顧客との交流に使用できる、安全なブランド化されたモバイル アプリを作成したいと考えています。コンサルタントはどのモバイル開発オプションを推奨すべきですか?,A. Apple 用と Android 用の 2 つのカスタム モバイル アプリを作成します。 | B. コミュニティ ユーザーが Web ブラウザを通じてサイトにアクセスできることを説明します。 | C. Salesforce Mobile Publisher を使用して、Apple と Android の両方に共通のアプリケーションを作成します。,C,Experience Cloudでケース作成・追跡・製品情報確認・コミュニティ参加ができるポータルを構築するには、適切なExperience Cloudテンプレートとコンポーネントを設定します。,https://www.freecram.com/Salesforce-certification/Service-Cloud-Consultant-JPN-exam-questions.html?p=17
,84,Universal Containers (UC) は、コンタクト センターに Service Cloud を導入するためにコンサルティング会社を初めて採用しました。プロジェクトには素早い反復と迅速な完了が必要です。UC は、チェックインと改良のためにプロジェクト チームに頻繁な更新を要求しました。要件を考慮した場合、コンサルタントはどの方法論を推奨する必要がありますか?,A. 滝 | B. ハイブリッド | C. アジャイル,C,Service Cloudのコンタクトセンター全体最適化には、オムニチャネルルーティング・エンタイトルメント・ナレッジ・レポートダッシュボードを統合した包括的なアプローチが必要です。,https://www.freecram.com/Salesforce-certification/Service-Cloud-Consultant-JPN-exam-questions.html?p=17
,85,Cloud Kicks は、電子メール、電話、チャットボットを超えて、よりパーソナライズされた柔軟なサービス エクスペリエンスを顧客に提供したいと考えています。この要件を満たすためにコンサルタントは何を推奨すべきでしょうか?,A. ソーシャルメディア | B. メッセージング アプリ | C. Salesforce ナレッジ,B,電話・メール・チャットボット以外のパーソナライズされた柔軟なチャネルとして、WhatsApp・SMS等のソーシャルメッセージングチャネルの追加が顧客満足度向上に効果的です。,https://www.freecram.com/Salesforce-certification/Service-Cloud-Consultant-JPN-exam-questions.html?p=17
,86,コンサルタントは、5 年間のケース データを管理して顧客のリクエストに応じて利用できるようにするための方法について、Cloud Kicks (CK) にアドバイスするよう依頼されました。CK ユーザーが外部オブジェクトからケース情報をアーカイブしてアクセスするのに役立つ機能はどれですか?,A. Salesforce ビッグオブジェクト | B. Salesforce コネクト | C. Salesforce ケース履歴オブジェクト,B,5年間のケースデータを管理し顧客リクエストに応じて提供するには、適切なデータアーカイブ戦略を策定します。Big ObjectやExternal Storageへのアーカイブで古いデータを保持しつつ、検索可能な状態を維持します。,https://www.freecram.com/Salesforce-certification/Service-Cloud-Consultant-JPN-exam-questions.html?p=18
,87,コンタクト センターのやり取りの数を減らすための一般的な回避手法は何ですか?,A. メール-to-ケースの質問に対する記事を提案します。 | B. チャット セッションの前に記事を推奨します。 | C. サポート エージェントからの通話中に記事を推奨します。,B,コンタクトセンターへの問い合わせ数を削減する一般的なケースデフレクション手法は、チャットセッション前に関連記事を推薦することです。顧客がチャットを開始する前に自己解決できるよう記事を提示し、エージェントへの引き継ぎを減らします。,https://www.freecram.com/Salesforce-certification/Service-Cloud-Consultant-JPN-exam-questions.html?p=18
,88,Universal Containers (UC) は、世界中に地域コンタクト センターを持っています。UC は、ケースの組織全体のデフォルトを非公開に設定して Service Cloud を実装しました。UC の役割階層は地域ごとに設定されます。サポート マネージャーは、デフォルトで自分の地域のサポート メトリックを確認したいと考えています。UC にはスケーラブルなソリューションが必要です。コンサルタントはどの戦略を推奨すべきでしょうか?,A. レポート スナップショットを使用してダッシュボードを作成します。 | B. 各サポート マネージャー用のダッシュボードを作成します。 | C. 動的ダッシュボードを作成します。,C,世界中に地域コンタクトセンターを持つ場合、各地域のビジネス時間・休日・タイムゾーンを考慮したルーティングと、多言語対応のナレッジ記事・エージェント配置が必要です。,https://www.freecram.com/Salesforce-certification/Service-Cloud-Consultant-JPN-exam-questions.html?p=18
,89,Service Console ユーザーは一度に数十のケースに取り組んでおり、多くの場合、その日の早い時間に取り組んでいたケースを更新する必要があります。コンサルタントは何を推奨すべきでしょうか?,A. ユーティリティ バーに履歴を追加します。 | B. カスタム ダッシュボードを作成します。 | C. すべてのケースをタブで開いたままにします。,A,サービスコンソールで数十のケースを扱うエージェントが、その日の早い時間に対応していたケースに戻るには、最近表示したレコード機能（Recently Viewed）または固定タブ（Pinned Tab）を活用します。,https://www.freecram.com/Salesforce-certification/Service-Cloud-Consultant-JPN-exam-questions.html?p=18
,90,Universal Containers（UC）のカスタマーサポートチームは、最近、ケース解決時間が大幅に増加していることに気づきました。UCは、エージェントが関連情報をより迅速に見つけられるように、Einstein for Serviceの活用を検討しています。,A. アインシュタインボット | B. アインシュタインの記事のおすすめ | C. アインシュタインの返信の推奨事項,B,ケース解決時間が増加した原因分析には、ナレッジ記事の利用状況・エージェントの業務量・エスカレーション状況などを分析するレポートが有効です。問題の根本原因を特定してから改善策を実施します。,https://www.freecram.com/Salesforce-certification/Service-Cloud-Consultant-JPN-exam-questions.html?p=18
,91,ユニバーサルコンテナのサポートマネージャーは、サポート担当者のパフォーマンスレポートが不正確であることに気づきました。Salesforce管理者はデータを調査した結果、完了しているにもかかわらずキューに残っているケースが数百件あることを発見しました。,A. データローダーを定期的に使用して、これらのケースをデフォルトの所有者に割り当てます。 | B. ケース検証ルールを作成し、ケースがクローズされたときにユーザーがケースを所有していることを確認します。 | C. ケース割り当てルールを作成し、ケースがクローズされたときにユーザーがケースを所有するようにします。,C,ケースがキューに残ったままになっている問題を解決するには、ケース割り当てルール（Case Assignment Rules）を作成し、ケースがクローズされるときに担当ユーザーが割り当てられるようにします。これにより、クローズ済みケースが適切なオーナーに割り当てられ、パフォーマンスレポートの精度が向上します。,https://www.freecram.com/Salesforce-certification/Service-Cloud-Consultant-JPN-exam-questions.html?p=19
,92,Cloud Kicks は、顧客ケースに対応するサービス担当者を支援するために、Einstein Next Best Action を活用しています。複数のサービス担当者が同じケースに取り組んでいます。アイテムが開始、一時停止、再開、完了したことをサービス担当者に表示するには、コンサルタントは何を構成する必要がありますか?,A. アクティビティ分析タブ | B. ケース履歴関連リスト | C. アクションと推奨事項コンポーネント,C,Einstein Next Best Actionを使用してサービス担当者を支援するには、推薦戦略（Recommendation Strategy）を設定し、ケースのコンテキストに基づいて次のアクション（記事添付・エスカレーション推薦等）を自動提案します。,https://www.freecram.com/Salesforce-certification/Service-Cloud-Consultant-JPN-exam-questions.html?p=19
,93,Cloud Kicks（CK）は、サービス契約に基づく製品サポートを提供しています。お客様のサービス契約には、ケースと作業指示の両方に同一のサービスレベル契約（SLA）が含まれています。CKは、設定を効率的に管理する方法を求めています。要件を満たすための推奨構成は何ですか?,A. ケースと作業指示書の両方に単一の権利付与プロセスを作成します。 | B. 作業指示書に権利付与プロセスを割り当てるフローを作成します。 | C. ケースと作業指示書に個別の資格プロセスを作成します。,A,サービス契約に基づく製品サポートを提供するには、エンタイトルメント（Entitlements）とサービス契約（Service Contracts）を設定します。顧客ごとのサポート期間・レベル・マイルストーンを管理できます。,https://www.freecram.com/Salesforce-certification/Service-Cloud-Consultant-JPN-exam-questions.html?p=19
,94,Cloud Kicks は、優先的な問題を適切な担当者に引き渡すための集中的なメッセージング戦略を実装しています。Service Cloud コンサルタントは、これらの特定のインタラクションの処理時間とメッセージング セッションの解決を追跡するためにどのソリューションを検討する必要がありますか?,A. AgentWork をプライマリ オブジェクト、Messaging Session をセカンダリ オブジェクトとしてカスタム レポート タイプを作成します。 | B. AgentWork をプライマリ オブジェクト、Messaging User をセカンダリ オブジェクトとしてカスタム レポート タイプを作成します。 | C. プライマリ オブジェクトとして Messaging Session、セカンダリ オブジェクトとして AgentWork を使用して、カスタム レポート タイプを作成します。,C,優先度の高い問題を適切な担当者に引き渡すメッセージング戦略には、オムニチャネルの優先度ルーティングとエスカレーションルールを組み合わせ、高優先度のケースを適切なチームに自動的にルーティングします。,https://www.freecram.com/Salesforce-certification/Service-Cloud-Consultant-JPN-exam-questions.html?p=19
,95,ユニバーサルコンテナーズ（UC）のカスタマーサポート部門は、コールセンターにナレッジセンターサポート（KCS）を導入しました。しかし、コールセンターの経営陣は、サポート担当者が新しいナレッジ記事をより頻繁に投稿する必要があると考えています。この状況に対処するために UC は何をすべきでしょうか?,A. 公開が承認された新しい記事の数に基づいてサポート担当者を評価し、報酬を与えます。 | B. 承認のために送信された新しい記事の数に基づいてサポート担当者を評価し、報酬を与えます。 | C. 新しい提案記事を送信するときに、サポート担当者がケースのボックスをチェックする必要があります。,B,KCSを導入したコールセンターでエージェントがKCSサイクルを実践するには、Lightning Knowledgeをサービスコンソールに統合し、ケース対応中に記事を検索・更新・作成できるようにします。,https://www.freecram.com/Salesforce-certification/Service-Cloud-Consultant-JPN-exam-questions.html?p=19
,96,Cloud Kicks (CK) のサービス チームのメンバーは、Cases に関して互いに協力することに苦労しています。CK も社内で Slack を使用しています。コンサルタントは何を勧めるべきですか?,A. Slack で Swarming を有効にして構成します。 | B. Slack でケースチームのワークスペースを作成します。 | C. ケース通知 Slackbot を構成します。,B,サービスチームがケースについて協力するには、Case Swarming（ケーススウォーミング）またはChatterを活用してケース上でのコラボレーションを促進します。,https://www.freecram.com/Salesforce-certification/Service-Cloud-Consultant-JPN-exam-questions.html?p=20
,97,Universal Containers のサービス担当副社長は、サポート エージェントが顧客にナレッジ記事をより簡単かつ迅速に送信できるようにしたいと考えています。コンサルタントは記事を顧客に送信するために何を設定する必要がありますか?,A. ナレッジ記事にリンクする自動応答ルールを作成します。 | B. ナレッジ記事を含む電子メールを送信するためのマクロを作成します。 | C. ナレッジ記事を共有するために Case Deflection コンポーネントを設定します。,B,エージェントが顧客にナレッジ記事を共有するには、ケースのメール返信時に記事をリンクまたは添付するか、Experience Cloudのポータルにナレッジを公開して顧客がセルフサービスで参照できるようにします。,https://www.freecram.com/Salesforce-certification/Service-Cloud-Consultant-JPN-exam-questions.html?p=20
,98,サービス エージェントが新しいケースにより正確に対応できるように、Universal Containers では、関連するナレッジ記事のリストをケース レコード ページに表示することを望んでいます。コンサルタントはこの要件をどのように設定する必要がありますか?,A. [ナレッジ] タブをサービス コンソールに追加します。 | B. ナレッジ コンポーネントをケース レコード ページに追加します。 | C. ナレッジ関連リストをケース レコード ページに追加します。,B,新しいケースへの正確な対応を支援するには、ナレッジコンポーネントをケースLightningレコードページに追加し、ケースのコンテキストに基づいて関連ナレッジ記事が自動サジェストされるようにします。,https://www.freecram.com/Salesforce-certification/Service-Cloud-Consultant-JPN-exam-questions.html?p=20
,99,クライアントの電話システムを Salesforce と統合するために、Service Cloud コンサルタントが雇用されました。コンサルタントはこの統合に何を使用することを検討すべきでしょうか?,A. Service Cloud ソフトフォンレイアウト | B. ライトニングダイヤラー | C. サービスクラウド音声,C,電話システムをSalesforceと統合するには、OpenCTIフレームワークを使用してブラウザベースのCTIアダプターを設定します。デスクトップアダプター不要で、任意の電話システムとSalesforceを連携できます。,https://www.freecram.com/Salesforce-certification/Service-Cloud-Consultant-JPN-exam-questions.html?p=20
,100,サービス センターの最近の作業タスク分析により、サービス エージェントがケースをクローズするときと電子メールでアンケートを送信するときに同じ手順を実行することが明らかになりました。これらの手順には 1 件あたり約 1 分かかります。毎年何百万もの事件が解決されるため、この業務の効率を向上させることが重要です。プロセスを改善する推奨される Service Cloud 機能は何ですか?,A. マクロ | B. グローバル クイック アクション | C. クイックテキスト,A,ケースクローズ時や電話作業での繰り返しタスクを自動化するには、マクロ（Macros）を作成してワンクリックで複数アクションを実行します。サービスコンソールで最も効率的な操作の自動化方法です。,https://www.freecram.com/Salesforce-certification/Service-Cloud-Consultant-JPN-exam-questions.html?p=20
,101,Universal Containers のコールセンター マネージャーは、エージェントの生産性の傾向を監視するための日次レポートを作成したいと考えています。新しいオムニチャネル レポート タイプを作成するには、コンサルタントはどの主要オブジェクトを選択する必要がありますか?,A. エージェントの詳細 | B. エージェントの作業 | C. 割り当てられた作業,B,エージェントの生産性傾向を分析するには、エージェント別のケース解決数・平均処理時間・初回解決率をレポートで追跡します。Omni Supervisorのリアルタイムデータと組み合わせて傾向を把握します。,https://www.freecram.com/Salesforce-certification/Service-Cloud-Consultant-JPN-exam-questions.html?p=21
,102,Service Cloud コンサルタントは、Lightning Knowledge 検索でサービス担当者の製品専門分野の記事のみが表示されるようにするために、どのアプローチを使用する必要がありますか?,A. 記事レコードタイプを使用して、ページレイアウトの割り当てによってサービス担当者のアクセスを制限します。 | B. 各製品の専門分野ごとにデータカテゴリを作成します。権限セットを使用してデータカテゴリを割り当てます。 | C. ナレッジのプライベート共有モデルを設定します。手動またはグループベースの共有ルールを通じて、サービス担当者にアクセス権を付与します。,B,Lightning Knowledge検索で製品専門分野の記事のみを表示するには、製品専門分野ごとにデータカテゴリを作成し、権限セットを使ってエージェントのデータカテゴリ可視性を制御します。記事レコードタイプやプライベート共有モデルでは実現が困難です。,https://www.freecram.com/Salesforce-certification/Service-Cloud-Consultant-JPN-exam-questions.html?p=21
,103,ある旅行代理店は、顧客が新しい旅行予約を作成したり、既存の予約を変更したりできるよう、セルフサービスを提供したいと考えています。これらのタスクには、外部の予約システムとの統合や独自のビジネスロジックの遵守が求められることがよくあります。,A. Agentforce for Service Agent は、特定のタスクを完了するために Einstein Bots と組み合わせられます。 | B. カスタム トピックとカスタム アクションを備えたサービス エージェント用の Agentforce。 | C. 顧客に予約と予約プロセスを案内するカスタム スクリーン フロー。,B,旅行代理店での予約管理セルフサービスポータルには、Experience Cloud（コミュニティ）とカスタムコンポーネントを組み合わせて構築します。顧客が予約の作成・変更・確認を自己完結できる環境を提供します。,https://www.freecram.com/Salesforce-certification/Service-Cloud-Consultant-JPN-exam-questions.html?p=21
,104,Universal Containers は、サンドボックスの 1 つ内のオブジェクトとフィールドへのアクセスを許可する権限セットを作成しました。ベスト プラクティスに従って、コンサルタントはこれらの権限セットを運用環境にどのように展開する必要がありますか?,A. 変更セットを使用します。 | B. 手動で再作成します。 | C. Salesforce Workbench を使用します。,A,サンドボックス内のオブジェクト・フィールドへのアクセスを管理するには、権限セット（Permission Sets）を使用してきめ細かいアクセス制御を実装します。プロファイルよりも柔軟に権限を付与・管理できます。,https://www.freecram.com/Salesforce-certification/Service-Cloud-Consultant-JPN-exam-questions.html?p=21
,105,Universal Containers は、カスタマー サポート チームのベスト プラクティスを実装したいと考えており、ナレッジ センター サポート (KCS) 方法論に従うことを決定しました。どのような効果が期待できるのでしょうか？,A. ポストインタラクション時間の短縮 | B. 最初の問い合わせの解決時間の短縮 | C. 問題解決時間の短縮,C,カスタマーサポートのベストプラクティス実装には、エスカレーションルール・割り当てルール・マクロと組み合わせて、ナレッジベースを活用した統合的なサポートプロセスを構築します。,https://www.freecram.com/Salesforce-certification/Service-Cloud-Consultant-JPN-exam-questions.html?p=21
,106,Cloud Kicks は世界中の顧客にサポートを提供し、Lightning Experience を使用します。サービス エージェントには、一連の共通の応答があります。マネージャーは、応答をクイック テキストとして統合し、複数の言語に翻訳して、サービス エージェントの適切なグループと共有したいと考えています。要件を満たすためにコンサルタントは何を推奨する必要がありますか?,A. カスタム ラベルを使用して、テキストの迅速な翻訳を管理します。 | B. 各翻訳のクイック テキストを含むフォルダーを共有します。 | C. 各クイック テキストをパブリック グループに個別に共有します。,B,世界中の顧客にサポートを提供するLightning Experience環境では、多言語対応のナレッジ記事を翻訳ワークベンチで管理し、言語設定に基づいて適切な記事を表示します。,https://www.freecram.com/Salesforce-certification/Service-Cloud-Consultant-JPN-exam-questions.html?p=22
,107,Universal Containers は、企業対消費者 (B2C) 顧客をサポートするためにケース管理を実装しました。1 つのカスタム フィールドには、顧客の個人識別情報 (PII) データが含まれています。ケースが送信されると、アカウント マネージャーは読み取り専用アクセスを必要とし、顧客の PII データを表示する必要があります。サポート エンジニアには読み取りおよび書き込みアクセスが必要ですが、顧客の PII データに対する可視性はありません。要件を満たすためにコンサルタントはどのソリューションを推奨する必要がありますか?,A. ケース オブジェクトとフィールド レベルのセキュリティに対して [すべて表示] を設定します。 | B. 読み取り/書き込みおよびフィールドレベルのセキュリティを備えたケースチームを設定します。 | C. Case オブジェクトの OWD を設定し、Salesforce Shield を実装します。,B,B2C顧客のケース管理では、連絡先（Contact）をベースにしたケース管理と、セルフサービスポータルおよびWeb-to-Caseを組み合わせます。B2Bと異なりアカウント不要で連絡先に直接ケースを関連付けられます。,https://www.freecram.com/Salesforce-certification/Service-Cloud-Consultant-JPN-exam-questions.html?p=22
,108,"Universal Containers (UC) には、すべての電子メール トラフィックがファイアウォール内に留まるように要求するポリシーがあります。UC は 1 日あたり最大 2,000 件のケースを受け取りますが、その中には顧客からの大きな電子メールの添付ファイルも含まれています。このシナリオで Salesforce を実装する場合、コンサルタントはどのソリューションを推奨する必要がありますか?",A. メール-to-ケース | B. deg - メール-to-ケースのデマンド | C. 電子メールリレー,A,すべてのメールトラフィックがファイアウォールの内側にある場合、Email-to-Caseのオンデマンド方式（On-Demand Email）を使用します。エージェントのファイアウォールを通過せずにSalesforceがメールを受信できます。,https://www.freecram.com/Salesforce-certification/Service-Cloud-Consultant-JPN-exam-questions.html?p=22
,109,Cloud Kicks は、応答時間と初回解決率に関するサービスの主要業績評価指標 (KPI) を標準化したいと考えています。個々のサービス エージェント、チーム リーダー、地域ディレクター、およびサービス担当副社長は、ユーザーがアクセスできるデータのみを使用して計算された同じ KPI を確認する必要があります。要件を満たすために推奨される実行ユーザーは何ですか?,A. ダッシュボード ビューア | B. チームリーダー | C. サービス担当副社長,A,応答時間と初回解決率のKPIを標準化するには、SLAエンタイトルメントとマイルストーンを設定し、KPIダッシュボードで継続的に監視・報告する仕組みを構築します。,https://www.freecram.com/Salesforce-certification/Service-Cloud-Consultant-JPN-exam-questions.html?p=22
,110,Universal Containers は、顧客がコンピューターやモバイル デバイスからサポート エージェントとリアルタイムでやり取りできるようにしたいと考えています。この要件を満たすためにコンサルタントはどの機能を推奨する必要がありますか?,A. Web-to-ケース | B. Einstein チャットボット | C. ナレッジ記事,B,コンピューターやモバイルデバイスからサポートにアクセスするチャネルとして、Messaging for In-App and Web（アプリ内・Web上メッセージング）が最新の推奨チャネルです。従来のLive Chatは2026年2月に廃止予定です。,https://www.freecram.com/Salesforce-certification/Service-Cloud-Consultant-JPN-exam-questions.html?p=22
,111,Cloud Kicksのコンタクトセンタースーパーバイザーは最近オムニチャネルを導入し、処理時間、応答速度、アクティブ時間といった主要な指標を監視したいと考えています。Service Cloudコンサルタントはどのようにしてこの要件を満たすことができますか？,A. サービス セットアップ アシスタントから事前構築されたレポートをインストールします。 | B. ケースマイルストーンのカスタムレポートタイプを作成します。 | C. ケースライフサイクルレポートを作成します。,A,オムニチャネル導入後のパフォーマンス分析には、オムニチャネルレポート（処理時間・応答時間・キャパシティ使用率）とOmni Supervisorのリアルタイムデータを活用します。スーパーバイザーがデータ駆動の改善を実施できます。,https://www.freecram.com/Salesforce-certification/Service-Cloud-Consultant-JPN-exam-questions.html?p=23
,112,クライアントの電話システムを Salesforce と統合するためにコンサルタントが雇われました。コンサルタントはこの統合に何を使用することを検討すべきですか?,A. Service Cloud コールセンター | B. ライトニング ダイヤラー | C. Service Cloud ソフトフォンのレイアウト,A,電話システムをSalesforceと統合するには、OpenCTIを使用してブラウザベースのCTI統合を実装します。デスクトップアダプター不要でどのブラウザでも動作し、標準のCTI APIで任意の電話システムと連携できます。,https://www.freecram.com/Salesforce-certification/Service-Cloud-Consultant-JPN-exam-questions.html?p=23
,113,Universal Containers は、顧客満足度を向上させるためのプログラムを開始しています。プログラムの一環として、顧客が満足し、問題が解決されたことを確認するために、ケースのクローズ後に顧客にアンケートを実施する必要があります。この要件を満たすためにコンサルタントはどのソリューションを推奨する必要がありますか?,A. 自動応答ルールを使用して顧客に電子メールを送信します。 | B. エスカレーション ルールを使用して、ケースをケース キューに割り当てます。 | C. Flow Builder を使用して顧客に電子メールを送信します。,C,顧客満足度向上プログラムには、ケースクローズ後の自動CSAT調査送信と、フィードバックデータのレポート・分析、および改善アクションのフォローアップが含まれます。,https://www.freecram.com/Salesforce-certification/Service-Cloud-Consultant-JPN-exam-questions.html?p=23
,114,Universal Containers（UC）は、関連製品の専門分野に基づいてエージェントにケースを割り当てることで、ケース管理を改善したいと考えています。また、UCは、ケースのワークロードを均等に分散するために、エージェントを次のケースに自動的に割り当てることも検討しています。,A. 最も利用可能なルーティング モデルを使用します。 | B. エージェントのプレゼンスステータスを使用します。 | C. 最も多く解決されたケースのレポートを使用します。,A,製品専門知識に基づくケースルーティングには、スキルベースルーティング（Skills-Based Routing）を使用します。エージェントのスキルと受信ケースの製品タイプを照合して自動的に適切なエージェントに割り当てます。,https://www.freecram.com/Salesforce-certification/Service-Cloud-Consultant-JPN-exam-questions.html?p=23
,115,サービス エージェントは顧客とメッセージング セッションを行っています。顧客は 30 分後に突然応答を停止します。エージェントは次に何をすべきでしょうか?,A. 顧客とのメッセージング セッションを終了します。 | B. メッセージング セッションを顧客として非アクティブとしてマークします。 | C. 顧客とのメッセージング セッションを開いたままにします。,A,メッセージングセッション中に顧客が応答しなくなった場合、セッションタイムアウト設定（非アクティブタイムアウト）により設定した時間後に自動的にセッションを終了し、ケースを適切に処理します。,https://www.freecram.com/Salesforce-certification/Service-Cloud-Consultant-JPN-exam-questions.html?p=23
,116,Lightning Experience に移行した後、ユーザから、ケースをクローズするときにナレッジ記事を作成できないという苦情が寄せられています。コンサルタントはこの問題をどのように解決すべきでしょうか?,A. 記事を作成する唯一の方法はナレッジ コンポーネントからであることをユーザーに通知します。 | B. ナレッジ記事の読み取り/書き込み/作成権限を有効にします。 | C. Salesforce ナレッジの管理権限をユーザのプロファイルに追加します。,C,Lightning Experience移行後にケースクローズ時にナレッジ記事を作成できない問題は、ユーザープロファイルにSalesforceナレッジ管理権限（Manage Articles）が付与されていないことが原因です。適切な権限を付与することで解決できます。,https://www.freecram.com/Salesforce-certification/Service-Cloud-Consultant-JPN-exam-questions.html?p=24
,117,Lightning Knowledge 検索でサービスエージェントの製品専門分野に関する記事のみが表示されるようにするには、コンサルタントはどのアプローチを使用する必要がありますか?,A. 各製品のデータ カテゴリを作成します。データ カテゴリをサービス エージェントに割り当てます。 | B. レコード タイプごとに記事アクションを作成します。レコード タイプをサービス エージェントに割り当てます。 | C. レコード タイプごとに権限セットを作成します。サービスエージェントに権限を割り当てます。,A,Lightning Knowledge検索でエージェントの製品専門分野の記事のみを表示するには、データカテゴリグループと値を設定し、エージェントのプロファイルまたは権限セットでデータカテゴリの可視性を制御します。,https://www.freecram.com/Salesforce-certification/Service-Cloud-Consultant-JPN-exam-questions.html?p=24
,118,限られた時間枠内でソーシャル チャネルからケースをルーティングするためにコンサルタントが導入できる機能はどれですか?,A. カスタムケース割り当てルールを使用します。 | B. Apex ソリューションを実装します。 | C. AppExchange のサードパーティ アプリを使用します。,A,限られた時間枠内でソーシャルチャネルからケースをルーティングするには、ケース割り当てルール（Assignment Rules）とエスカレーションルール（Escalation Rules）を組み合わせて時間的制約のあるルーティングを実装します。,https://www.freecram.com/Salesforce-certification/Service-Cloud-Consultant-JPN-exam-questions.html?p=24
,119,Universal Containersは、Amazon Connectを使用してService Cloud Voiceを実装しています。管理者はテスト用に新しいサンドボックスを作成しました。新しいサンドボックス構成に関して管理者は何を期待すべきでしょうか?,A. サンドボックスの作成時に AWS アカウントとコンタクトセンターは自動的にコピーされますが、音声通話データはコピーされません。 | B. 新しい AWS アカウントが自動的に作成されますが、コンタクトセンターと音声通話データは新しいサンドボックスにコピーされません。 | C. サンドボックスが作成されると、AWS アカウント、コンタクトセンター、音声通話データが自動的にコピーされます。,B,Amazon ConnectをService Cloud Voiceと統合するには、Amazon Connect CTI Adapterパッケージをインストールし、Service Cloud Voiceを有効化してAmazon Connectインスタンスとの連携とSSOを設定します。,https://www.freecram.com/Salesforce-certification/Service-Cloud-Consultant-JPN-exam-questions.html?p=24
,120,Service Cloud コンサルタントは、Cloud Kicks の経営幹部向けに Salesforce ダッシュボードを作成するという任務を負っています。ダッシュボードには、意思決定を支援するインサイトを提供する必要があります。,A. 特定のパスとルーティングタイプを詳細に示すオムニチャネル分析 | B. AppExchange のサービスとサポートのダッシュボード | C. 待ち時間と処理時間を含む CTI 分析レポート,B,経営幹部向けのSalesforceレポートとダッシュボードでは、KPIに焦点を当てた要約ダッシュボードを作成し、ドリルダウン機能で詳細確認もできるよう設計します。,https://www.freecram.com/Salesforce-certification/Service-Cloud-Consultant-JPN-exam-questions.html?p=24
,121,Universal Containers には、単一のエージェントでは解決できないカテゴリのケースがあり、代わりに専門家のチームが問題をトリアージして解決する必要があります。サポート マネージャーは、専門家チームがこれらのケースに協力できるソリューションに興味を持っています。専門家がリアルタイムで共同作業できるように、コンサルタントはどのオプションを推奨する必要がありますか?,A. 統合された Slack チャネルにエキスパートを追加します。 | B. メール-to-ケースを使用してエキスパートにメールを送信し、エキスパートがメール スレッドを使用できるようにします。 | C. スキルベースのルーティングを実装して、ケースを専門家に割り当てます。,A,単一エージェントでは解決できないケースには、Case Swarming（ケーススウォーミング）を使用して複数の専門家を動員します。ケースオーナーが責任を維持しながら必要な専門家を招集し、協力して解決します。,https://www.freecram.com/Salesforce-certification/Service-Cloud-Consultant-JPN-exam-questions.html?p=25
,122,Cloud Kicks のサポート スーパーバイザーは、主要業績評価指標 (KPI) を表示し、Service Cloud Voice コンタクト センターに関するグラフとデータを参照したいと考えています。通話量、平均処理時間、平均応答速度、その他の指標をどのように追跡できるでしょうか?,A. Service CRM Analytics アプリを使用します。 | B. ケースとサービス担当者の作業に関するレポートを含むカスタムダッシュボードを作成します。 | C. AppExchange から Service Cloud レポート パッケージをインストールします。,A,KPIをリアルタイム表示するサービスコンソールには、Omni Supervisorとカスタムダッシュボードコンポーネントを組み合わせます。スーパーバイザーがエージェントのパフォーマンスをリアルタイムで把握できます。,https://www.freecram.com/Salesforce-certification/Service-Cloud-Consultant-JPN-exam-questions.html?p=25
