duplicate,#,question,choices,answer,explanation,source
,110,"Cloud Kicks (CK) uses Service Cloud to manage its customer support, and its inventory and order data is stored in Snowflake. CK's customers use support to ask about their orders and request replacement items. CK wants to avoid duplicating this data in Salesforce but still provide real-time, actionable insights for support reps.What should the Service Cloud Consultant recommend so that support reps will have a comprehensive view of their customers' order history?","A. Use an Apex integration to pull order data from Snowflake via API each time a case is opened. | B. Use MuleSoft to extract order data from Snowflake and store it in a custom object in Salesforce for support reps to reference. | C. Use Data Cloud to connect to Snowflake, and unify order data with CRM data.",C,"Data Cloud connects to Snowflake as an external data source and unifies order data with CRM data without duplicating it in Salesforce. Support reps get a real-time, comprehensive view of customer orders alongside case data.",https://www.freecram.com/Salesforce-certification/Service-Cloud-Consultant-exam-questions.html?p=22
,111,Universal Containers wants to set a custom field on the messaging session based on the URL from which the conversation originated.What should a consultant recommend to meet the requirement?,A. Use a Flow. | B. Use an Einstein Bot. | C. Use a macro.,A,"A Flow (triggered by messaging session creation) can capture the originating URL parameter from the messaging session and set it as a custom field value, enabling URL-based channel attribution without requiring complex development.",https://www.freecram.com/Salesforce-certification/Service-Cloud-Consultant-exam-questions.html?p=23
,112,An organization has requested guidance on how to delete customers' personal data when they are no longer associated with the company to stay compliant with global data protection and privacy regulations.Which solution should the consultant recommend to meet the requirement?,"A. Search for all customer information in production and manually edit the fields of each record to scramble the data so that it is no longer searchable | B. Search and remove all customer information, including records and in unindexed freetext fields, and refresh sandboxes to ensure no data retention. | C. Search for all customer information across environments and deactivate accounts or Experience Cloud users associated with the contact.",B,"To comply with data protection regulations like GDPR, organizations must search and remove all customer personal data including records and free-text fields, and refresh sandboxes to prevent data retention in non-production environments.",https://www.freecram.com/Salesforce-certification/Service-Cloud-Consultant-exam-questions.html?p=23
,113,Universal Containers provides phone support to customers. The abandoned call rate has been high in recent months.Which solution should a Service Cloud Consultant recommend to address the issue?,A. Create case assignment rules for service rep routing. | B. Configure and set up Service Swarming in Slack. | C. Enable contact requests and queue callbacks.,C,"Enabling contact requests and queue callbacks allows customers to request a callback instead of waiting on hold, directly reducing abandoned calls by eliminating the need to wait in a phone queue.",https://www.freecram.com/Salesforce-certification/Service-Cloud-Consultant-exam-questions.html?p=23
,114,"At Universal Containers, support agents need to verify that customers are eligible to receive support when they create the case.Where can a support agent verify that a customer is allowed to receive support?",A. Milestones | B. Entitlements | C. {0} Actions,B,"Entitlements in Salesforce verify whether a customer is eligible to receive support. When creating a case, agents check the entitlement to confirm the customer's support coverage before proceeding.",https://www.freecram.com/Salesforce-certification/Service-Cloud-Consultant-exam-questions.html?p=23
,115,"Cloud Kicks uses Omni-Channel to route calls, chats, and cases to agents. The contact center manager wants to improve the team's ability to prioritize time-sensitive work while continuing to handle their long-running work.Which feature should a consultant recommend?",A. Skills-Based Routing | B. Interruptible Capacity | C. Omni-Channel Supervisor | D. Secondary Routing Priority,B,"Interruptible Capacity in Omni-Channel allows agents to pause long-running work (like complex cases) to handle time-sensitive interactions (like inbound calls or high-priority chats) and then resume their previous work, balancing urgent and ongoing tasks.",https://www.freecram.com/Salesforce-certification/Service-Cloud-Consultant-exam-questions.html?p=23
,116,Universal Containers (UC) needs to implement Service Cloud Voice. UC wants to protect its customers' sensitive data and ensure their privacy. UC also wants to use Voice calls for training purposes.What should the consultant recommend?,A. Use Sensitive Data Rules to set Sharing Settings for the Voice Call record for the agent and the record owner. | B. Use Sensitive Data Rules to automatically mask sensitive information in Transcripts and Voice Call data. | C. Use Sensitive Data Rules to allow agents to Pause and Resume Voice Call recordings while sensitive information is exchanged.,C,"Sensitive Data Rules with Pause and Resume recording allows agents to manually pause voice call recordings when exchanging sensitive information (credit card numbers, SSNs) and resume afterward, protecting customer privacy while enabling training recordings.",https://www.freecram.com/Salesforce-certification/Service-Cloud-Consultant-exam-questions.html?p=24
,117,Universal Containers is migrating from Knowledge to Lightning Knowledge using the Lightning Knowledge Migration Tool and noticed that none of the article file attachments were migrated.How can a consultant migrate the file attachments?,"A. Use the Files Related List on each article to add files to the articles. | B. Use the Lightning Knowledge Migration Tool and choose 'include files'. | C. Upload the files as Documents, then relate them to the migrated articles.",A,File attachments in Knowledge articles are not migrated by the Lightning Knowledge Migration Tool. They must be manually added after migration using the Files Related List on each article record.,https://www.freecram.com/Salesforce-certification/Service-Cloud-Consultant-exam-questions.html?p=24
,118,Universal Containers has a robust Knowledge Base with several hundred articles. The management team has recently identified 15 knowledge articles that contain confidential product information and should only be visible to internal support reps.Which system configuration should the consultant recommend to ensure these 15 articles have been properly secured?,"A. Change the Sharing Settings for Knowledge from ""Public Read Only"" to ""Private"". | B. Disable the ""Use Standard Salesforce Sharing"" Knowledge Settings attribute. | C. Change the visibility settings for these articles to only ""Visible In Internal App"".",C,"Changing the article visibility settings to 'Visible In Internal App' restricts those specific articles to internal users only, while other articles remain visible to customers. This is the correct granular approach for securing specific articles.",https://www.freecram.com/Salesforce-certification/Service-Cloud-Consultant-exam-questions.html?p=24
,119,Universal Containers wants to set up the entitlements process to help its customer support reps adhere to its service-level agreements (SLAs).To which object should the consultant add Milestones?,A. Asset | B. Case | C. Account,B,"Milestones are added to the Case object within an entitlement process. They define the time-based steps (e.g., 'First Response within 1 hour') that agents must complete to meet SLA requirements for each case.",https://www.freecram.com/Salesforce-certification/Service-Cloud-Consultant-exam-questions.html?p=24
,120,Universal Containers wants to move articles from an old database to its new Salesforce Knowledge system.Many of the how-to articles include images that need to be transferred.What should a consultant consider when moving these images into Salesforce Knowledge?,A. Add images to an HTML file. | B. Ensure each image is less than 25 MB. | C. Change all images to JPEG files.,B,"Salesforce Knowledge supports image files up to 25 MB. Images in Knowledge articles must meet this size limit. Other formats (JPEG, PNG, GIF) are accepted, so converting all images to JPEG is unnecessary.",https://www.freecram.com/Salesforce-certification/Service-Cloud-Consultant-exam-questions.html?p=24
,121,"Universal Containers (UC) is implementing Service Cloud within its North America call center to validate key use cases, system capabilities, and integration patterns. The UC leadership team is concerned that the upcoming Salesforce Release schedule may impact the implementation project's development efforts.What should a consultant recommend that UC's Salesforce admin do in this scenario?",A. Postpone the release to the production org so the team can finish the project before the release is deployed. | B. Disable updates to the sandbox so the team can continue using the solution without the updates from the release. | C. Opt Bp the sandbox in as a Bp preview org g so the team can conduct testing gp prior to the release being g deployed.,C,"Opting the sandbox in as a preview org allows the team to test the upcoming Salesforce release before it's deployed to production, providing time to identify and resolve any compatibility issues before the release impacts the implementation.",https://www.freecram.com/Salesforce-certification/Service-Cloud-Consultant-exam-questions.html?p=25
,122,Universal Containers has a case handling process that requires each case to go through a series of steps within a specified amount of time from case submission to case closure.Which solution should a consultant recommend to meet these requirements?,A. Define entitlements and milestones. | B. Enable and configure Omni-Channel routing. | C. Implement Lightning flow with time-based actions.,A,"Entitlements and Milestones define the structured support process with time-based steps and deadlines from case submission to closure. They ensure each case goes through required stages within specified timeframes, aligning with the SLA requirements.",https://www.freecram.com/Salesforce-certification/Service-Cloud-Consultant-exam-questions.html?p=25
,123,Which feature should a consultant recommend to assign a case to a Tier 2 service queue so the Tier 2 service agent knows how far the Tier 1 service agent had progressed in troubleshooting the case?,A. Path for Cases | B. Slack message | C. Escalation Rules | D. Case Comments,A,"Path for Cases shows the current stage in the case process and displays key fields for each stage. When a case is transferred from Tier 1 to Tier 2, the Path component shows Tier 2 agents exactly how far the case has progressed in troubleshooting.",https://www.freecram.com/Salesforce-certification/Service-Cloud-Consultant-exam-questions.html?p=25
,124,The support manager at Universal Containers wants to see monthly historical metrics for first-call resolution by call center.Which analytics solution should the consultant recommend?,A. Case report grouped by Call Center | B. Case History report grouped by Call Center | C. Dynamic Dashboard grouped by Call Center,C,A Dynamic Dashboard allows historical metric analysis while grouping by call center. It provides month-over-month trending data with proper grouping for first-call resolution metrics across multiple call centers.,https://www.freecram.com/Salesforce-certification/Service-Cloud-Consultant-exam-questions.html?p=25
,125,Universal Containers (UC) has a service-level agreement (SLA) with customers that requires an agent to take ownership of and respond to incoming cases within 2 hours of case creation.Which best practice will help UC meet its SLA?,A. Assign cases to queues and use Escalation Rules to escalate cases that remain unassigned to an agent within 1 hour. | B. Use Flow Builder to assign a task to all members of a queue if a case remains unassigned to any agent within 1 hour. | C. Use case auto-response rules to send an email to support managers within 1 hour of case creation.,A,Assigning cases to queues and using Escalation Rules to escalate unassigned cases within 1 hour ensures cases are routed to agents within the 2-hour SLA window. Escalation rules automatically trigger notifications and reassignments based on time thresholds.,https://www.freecram.com/Salesforce-certification/Service-Cloud-Consultant-exam-questions.html?p=25
,126,"A customer service organization wants to implement an at-scale Incident Management process with its internal development teams across businesses. The development teams use Jira as their development system of record, and the service organization is in Service Cloud.What should a Service Cloud Consultant recommend exploring?",A. An AppExchange package for Incident Management and a package for Jira Connection | B. A connected application with the Jira Integration settings for Customer Service Incident Management | C. Salesforce Customer Service Incident Management with Jira through MuleSoft Composer,C,Salesforce Customer Service Incident Management integrates natively with MuleSoft Composer for Jira connectivity. This provides the recommended solution for incident tracking that spans both Salesforce Service Cloud and Jira development teams.,https://www.freecram.com/Salesforce-certification/Service-Cloud-Consultant-exam-questions.html?p=26
,127,Which solution should a consultant design so the average number of days that Cases stay open can be easily reported?,A. Use the standard Case Age field on the report. | B. Create a formula field on the report to show Case Days Open. | C. Create a formula field to calculate the days and use the field in the report.,C,"Creating a formula field to calculate case days open (using TODAY() - DATEVALUE(CreatedDate)) and using it in reports is the correct approach. The standard Age field only reflects current age at time of viewing, not historical averages.",https://www.freecram.com/Salesforce-certification/Service-Cloud-Consultant-exam-questions.html?p=26
,128,Cloud Kicks support agents are getting too many emails due to case ownership changes.What should the admin recommend to solve the issue?,"A. Create a screen flow to change the case owner and bypass the new ownership email. | B. Uncheck the ""Notify Case Owners when Case Ownership Changes"" checkbox in Support Settings. | C. Instruct users to uncheck the ""Send notification email"" checkbox when changing the owner.",B,"Unchecking the 'Notify Case Owners when Case Ownership Changes' checkbox in Support Settings disables case ownership change email notifications globally, resolving the issue of agents receiving excessive emails when cases are reassigned.",https://www.freecram.com/Salesforce-certification/Service-Cloud-Consultant-exam-questions.html?p=26
,129,In which of the following scenarios should a consultant use a Screen Flow?,A. Provide decision-based troubleshooting steps for support reps. | B. Transfer a call to another support rep within the Service Console. | C. Redirect a support rep to a Knowledge article during case creation.,A,"Screen Flows are ideal for providing decision-based, interactive troubleshooting steps to support reps. They guide agents through a scripted process with branching logic based on customer responses, improving consistency in case handling.",https://www.freecram.com/Salesforce-certification/Service-Cloud-Consultant-exam-questions.html?p=26
,130,Universal Containers (UC) is launching several new features to improve productivity for contact center users.Which communication channel should UC use to announce new features to contact center users without interrupting their workflows?,A. Internal Release Webinar | B. In-App Guidance | C. Email,B,In-App Guidance (walkthroughs and prompts) in Salesforce delivers contextual announcements and training directly within the application without interrupting workflows. This is ideal for announcing new features to active contact center users.,https://www.freecram.com/Salesforce-certification/Service-Cloud-Consultant-exam-questions.html?p=26
,131,"Universal Containers (UC) has a policy that requires all email traffic to remain within its firewall. UC receives up to 2,000 cases per day, some of which include large email attachments from customers.When implementing Salesforce in this scenario, which solution should a consultant recommend?",A. Email-to-Case | B. On-Demand Email-to-Case | C. Email relay,A,"Email-to-Case (not On-Demand Email-to-Case) keeps all email traffic within the company's firewall by routing emails through a local email server. On-Demand Email-to-Case routes email through Salesforce servers, which would violate the firewall policy.",https://www.freecram.com/Salesforce-certification/Service-Cloud-Consultant-exam-questions.html?p=27
,132,"Cloud Kicks (CK) supports customers through Salesforce Messaging. Service reps have reported multiple instances where customers have used abusive language because they are upset with the company. However, CK still needs to service these customers.Which solution should the Service Cloud Consultant recommend?",A. Create a Service Agent for intake and use the Raise Supervisor Flag action. | B. Use Slack Case collaboration to get the customer solution quickly. | C. Create a Service Agent for intake and use the Escalate to Supervisor action.,C,"Creating an Agentforce Service Agent for initial intake and using the 'Escalate to Supervisor' action allows the AI agent to handle abusive customers initially while escalating to a supervisor when needed, protecting agents while still servicing customers.",https://www.freecram.com/Salesforce-certification/Service-Cloud-Consultant-exam-questions.html?p=27
,133,Universal Containers has a category of cases that cannot be solved by a single agent and instead requires a team of experts to triage and resolve the issue. The support manager is interested in solutions that allow the team of experts to collaborate on these cases.Which option should the consultant recommend so experts can collaborate in real time?,A. Add experts to an integrated Slack channel. | B. Use Email-to-Case to send an email to experts so they can use email threads. | C. Implement Skills-Based Routing to assign the case to experts.,A,"Adding experts to an integrated Slack channel enables real-time collaboration with multiple team members simultaneously. Slack's threaded conversations allow structured discussion, file sharing, and immediate expert responses for complex cases.",https://www.freecram.com/Salesforce-certification/Service-Cloud-Consultant-exam-questions.html?p=27
,134,Universal Containers (UC) is planning a Service Cloud implementation involving complex integrations with external systems.Which project management methodology should the consultant recommend?,A. Six Sigma | B. Waterfall | C. Agile,C,"Agile methodology is recommended for complex implementations with external system integrations. Its iterative approach allows for discovery of integration issues early, with regular adjustments to requirements and technical approaches.",https://www.freecram.com/Salesforce-certification/Service-Cloud-Consultant-exam-questions.html?p=27
,135,"Ursa Major Solar (UMS) provides customers with remote monitoring of solar panels. When there are issues with the service, such as a power outage, UMS needs to provide service agents, operations teams, and customers with full visibility into the issue.What is the recommended feature to meet the requirements?",A. Incident Management | B. Workforce Engagement | C. Field Service Management,A,"Incident Management is designed for widespread service disruptions that affect multiple customers. It provides communication templates, status tracking, and visibility tools for service agents, operations teams, and customers during outages.",https://www.freecram.com/Salesforce-certification/Service-Cloud-Consultant-exam-questions.html?p=27
,136,"Cloud Kicks (CK) has multiple product lines. CK is preparing to launch a public knowledge base for customers that will have 2,500 articles. The company wants an easy way for users to find relevant articles based on its product.What is the recommended method to meet the requirement?",A. Topics for objects | B. Data Category groups | C. Screen Flow,B,"Data Category groups in Knowledge allow articles to be organized by product line, making it easy for users to browse and find relevant articles by selecting their product category from a hierarchical structure.",https://www.freecram.com/Salesforce-certification/Service-Cloud-Consultant-exam-questions.html?p=28
,137,Support agents at Universal Containers are entering customer contact information in multiple ways.Management is concerned about the high likelihood of duplicate customer contact information being entered.What should the consultant recommend to prevent duplicate records from being created?,"A. Configure and activate Duplicate Management. | B. Grant ""View All Data"" and instruct them to search. | C. Implement Apex triggers for Contact.",A,"Duplicate Management (Duplicate Rules and Matching Rules) in Salesforce automatically detects and prevents duplicate records from being created based on configurable matching criteria, alerting users or blocking saves when duplicates are found.",https://www.freecram.com/Salesforce-certification/Service-Cloud-Consultant-exam-questions.html?p=28
,138,"Cloud Kicks (CK) wants to adopt artificial intelligence (AI) for improving case closure key performance indicators (KPIs) and product support planning within its Service organization. CK has at least 1,000 closed cases from which it can predict accurate values for fields that are empty. CK has yet to implement any Einstein AI products.",A. Review and address Case data issues and set up Einstein Article Recommendations. | B. Confirm there are enough closed cases and turn on Einstein Service AI Grounding with Cases. | C. Review and address Case data issues and set up Einstein Classification Apps.,C,"Einstein Classification Apps (Case Classification) use machine learning trained on closed case data to predict field values for new cases, improving case routing accuracy. With 1,000+ closed cases, CK has sufficient data to start. Data quality review is the first step.",https://www.freecram.com/Salesforce-certification/Service-Cloud-Consultant-exam-questions.html?p=28
,139,"To help service agents more accurately respond to a new case, Universal Containers wants a list of relevant Knowledge articles displayed on the Case record page.How should a consultant configure this requirement?",A. Add the Knowledge tab to the Service Console. | B. Add the Knowledge component to the Case record page. | C. Add the Knowledge related list to the Case record page.,B,"The Knowledge component on the Case Lightning record page displays AI-recommended articles based on case details and allows agents to view, attach, and share articles without navigating away from the case.",https://www.freecram.com/Salesforce-certification/Service-Cloud-Consultant-exam-questions.html?p=28
,140,"Universal Containers wants to implement several new Agentforce for Service capabilities. A Service Cloud Consultant must review the following business requirements to identify which one can be fulfilled by using a standard topic, rather than requiring a custom topic and actions.Which use case could an out-of-the-box AI agent address with no changes to topics?",A. Guiding a customer through the process of filing a warranty claim for a damaged shipping container and scheduling an on-site inspection. | B. Enabling a customer to check real-time stock levels for a specific container model across multiple distribution centers. | C. Answering a question about insurance policy and enabling the customer to open a new support ticket if they have a new issue.,C,"Answering questions about insurance policies and opening support tickets are standard customer service tasks that align with out-of-the-box Agentforce Service Agent topics ('General Service' and 'Case Management'), requiring no custom topic or action configuration.",https://www.freecram.com/Salesforce-certification/Service-Cloud-Consultant-exam-questions.html?p=28
,141,What is a consideration when adding a report chart to a Page Layout or a Lightning Record Page?,A. The report must be used on a Dashboard. | B. The report must have a standard Report Type. | C. The report must contain a chart.,C,A report must contain a chart before it can be added to a Page Layout or Lightning Record Page as a report chart component. The chart configuration in the report is what gets displayed on the page.,https://www.freecram.com/Salesforce-certification/Service-Cloud-Consultant-exam-questions.html?p=29
,142,"Universal Containers (UC) is coaching new service agents to improve their productivity and service quality.The agents must understand how to intake a case, mark the required fields for product issues, how to wrap up a case, and how to escalate a case.Which solution should the consultant advise that service supervisors use to meet these requirements?",A. Create an Omni-Flow for routing. Use a Screen Pop that serves a flow and the interaction record for the service agent. Report on the Average Handle Time and CSAT. | B. Place a flow in a Flow component on the case record. Add a custom field to the flow for tracking progress. Create a custom report type for providing the metric. | C. Set up steps with flows in an Actions & Recommendations deployment. Add the component to the service agent record page. Use Action History to spot check adherence.,C,"Actions & Recommendations with flow-based steps provides structured guidance for agents through case intake, field completion, wrap-up, and escalation. Action History tracks adherence, meeting the supervisor's coaching and compliance requirements.",https://www.freecram.com/Salesforce-certification/Service-Cloud-Consultant-exam-questions.html?p=29
,143,Cloud Kicks (CK) uses Lightning Experience and Lightning Knowledge in its service center. CK wants an easy way for service agents to create new articles when closing a case. The new article should include appropriate details from the case to make it useful for others.What is the recommended method to meet the requirements?,A. Develop a globally-shared macro to create a new article. | B. Use a trigger to automatically create a new article. | C. Create a Quick Action to map case fields to a new article,C,"A Quick Action on the Case object can be configured to create a new Knowledge article and automatically map case fields (subject, description, solution) to article fields, making it easy for agents to create articles during case closure.",https://www.freecram.com/Salesforce-certification/Service-Cloud-Consultant-exam-questions.html?p=29
,144,Universal Containers has a well-defined support process for cases which includes the following statuses:* New* Assigned* In Progress* Waiting On Customer* ClosedThe support manager has noticed an increase in the average age of a case and wants to understand how long a case is in each status.Which report type should the consultant consider when collecting data for the support manager?,A. Case Lifecycle | B. Cases with Milestones | C. Case History,C,"The Case History report type tracks field value changes over time, allowing analysis of how long a case spent in each status. By filtering on the 'Status' field history, managers can see time spent in New, Assigned, In Progress, etc.",https://www.freecram.com/Salesforce-certification/Service-Cloud-Consultant-exam-questions.html?p=29
,145,"Cloud Kicks (CK) wants to explore having a full Incident Management, Swarming, and Change Management process to provide a foundation for its auditing and governance needs. CK also wants interactive recommendations for every department during this process.Besides implementing Incident Management and Service Cloud for Slack, what should a consultant recommend for the full solution?",A. Implement flow orchestration with Work Guides | B. Implement a third-party app from AppExchange. | C. Implement Guidance for Success and Knowledge articles.,A,"Flow Orchestration with Work Guides provides interactive, step-by-step recommendations for each department during Incident Management, Swarming, and Change Management processes, adding the interactive guidance layer to complete the full solution.",https://www.freecram.com/Salesforce-certification/Service-Cloud-Consultant-exam-questions.html?p=29
,146,"Service agents have reported that the Lightning Service Console is too crowded which makes it difficult to find the information they need. After reviewing the agents' console use, a consultant has determined that all configured features are required.Given this scenario, which solution should a consultant suggest to improve the efficiency for console users?",A. Train on keyboard shortcuts. | B. Prepare macros. | C. Create multiple console layouts.,C,"Creating multiple console layouts (Lightning app configurations) for different agent roles allows each group to see only the components relevant to their work, reducing console clutter without removing required features.",https://www.freecram.com/Salesforce-certification/Service-Cloud-Consultant-exam-questions.html?p=30
,147,"Cloud Kicks provides telephone support to customers. When creating a case, service agents frequently enter shipping postal codes from various countries around the world.What is the recommended method to ensure accurate data is entered?",A. Set up duplicate rule with matching rules. | B. Configure validation rule with VLOOKUP. | C. Create a cross-object formula.,B,"A validation rule with VLOOKUP can verify that entered postal codes exist in a custom reference object containing valid postal codes by country, ensuring accurate international postal code data entry by service agents.",https://www.freecram.com/Salesforce-certification/Service-Cloud-Consultant-exam-questions.html?p=30
,148,"Cloud Kicks has hired a Service Cloud Consultant to build out its reports. The consultant is having trouble locating the ""Accounts with Entitlements with Contacts"" and ""Service Contracts with Contract Line Items"" custom report types.What should the consultant do to troubleshoot?",A. Verify that Salesforce Knowledge is enabled. | B. Verify that entitlement management is enabled. | C. Verify that Historical Trend Reporting is enabled.,B,The 'Accounts with Entitlements with Contacts' and 'Service Contracts with Contract Line Items' report types are only available when entitlement management is enabled in Salesforce Setup. Verifying this setting resolves the missing report types.,https://www.freecram.com/Salesforce-certification/Service-Cloud-Consultant-exam-questions.html?p=30
,149,"Universal Containers provides customer support for both new products and routine maintenance of existing products. The cases for both types have many stages and fields in common; however, the maintenance cases have additional stages and fields that need to be captured. Which feature should a consultant recommend to accomplish this objective?",A. Approval Processes | B. Support Types | C. Support Processes,C,"Support Processes in Salesforce allow different picklist values (case statuses) for different case types. This enables maintenance cases to have additional stages (e.g., 'Parts Ordered') beyond the standard stages shared with new product cases.",https://www.freecram.com/Salesforce-certification/Service-Cloud-Consultant-exam-questions.html?p=30
,150,"Universal Containers requires that users have the ability to view specific cases, as determined by the Product Type field on the case. When a case is created or closed, an email should be sent only to users who have access to the case.Which feature should a consultant recommend to meet these requirements?",A. Case teams | B. Case swarms | C. Account teams,A,"Case Teams allow specific users to be granted access to individual cases with defined role-based access levels. When users are added to a case team, they receive email notifications. This addresses both access control by Product Type and email notification requirements.",https://www.freecram.com/Salesforce-certification/Service-Cloud-Consultant-exam-questions.html?p=30
,151,What is a common deflection technique to reduce the number of interactions for a contact center?,A. Suggest articles for an Email-to-Case question. | B. Recommend articles prior to a Chat session. | C. Recommend articles during a call from a support agent.,B,"Recommending Knowledge articles before a chat session starts (via pre-chat suggestions or self-service portal) helps customers find answers without initiating a live chat, reducing agent interactions and serving as an effective deflection technique.",https://www.freecram.com/Salesforce-certification/Service-Cloud-Consultant-exam-questions.html?p=31
,152,"Universal Containers has created permission sets granting access to objects and fields in one of its sandboxes.Following best practices, how should a consultant deploy these permission sets to production?",A. Use a change set. | B. Re-create them manually. | C. Use Salesforce Workbench.,A,"Change Sets are the recommended deployment tool for moving configuration changes (like permission sets) between Salesforce environments following best practices. They provide a governed, trackable deployment process.",https://www.freecram.com/Salesforce-certification/Service-Cloud-Consultant-exam-questions.html?p=31
,153,A contact center manager wants to measure improvements to capacity planning operations after the implementation of a new workforce management system.Which metric should a consultant use to assess the success of the new workforce management system?,A. Number of closed cases | B. Agent utilization | C. Deflection rate,B,Agent utilization (percentage of time agents spend actively handling work) is the primary metric for assessing workforce management effectiveness. Higher utilization indicates better capacity planning and scheduling efficiency.,https://www.freecram.com/Salesforce-certification/Service-Cloud-Consultant-exam-questions.html?p=31
,154,Universal Containers is getting ready to start User Acceptance Testing (UAT) for its customer service transformation project. The consultant has been asked where the testing should occur. The business users and stakeholders need an environment that can support 60 days of UAT and includes representative data from production.Which environment type should the consultant recommend?,A. Partial Copy Sandbox | B. Full copy sandbox | C. Developer Pro Sandbox,B,"A Full Copy Sandbox mirrors production data and configuration exactly, supports 60-day refresh cycles, and contains representative production data. It's the appropriate environment for UAT requiring production-representative data and full testing duration.",https://www.freecram.com/Salesforce-certification/Service-Cloud-Consultant-exam-questions.html?p=31
,155,A consultant has been asked to advise Cloud Kicks (CK) on how to manage 5 years of case data so it is available to customers upon request.Which feature will help CK users archive and access the case information from an External Object?,A. Salesforce Big Object | B. Salesforce connect | C. Salesforce Case History Object,B,Salesforce Connect with External Objects allows case data stored in an external system to be accessed within Salesforce through virtual objects. This provides customers access to archived case data without migrating it to Salesforce.,https://www.freecram.com/Salesforce-certification/Service-Cloud-Consultant-exam-questions.html?p=31
,156,Which advantage does Salesforce provide with the OpenCTI framework?,"A. Developers can Integrate with any telephony platform available with minimal need for customization. | B. Agents can use telephony on a wide range of browsers and operating systems while only developing once. | C. Agents can run their softphone at the operating system level, embedded in the task bar or system tray.",B,"Open CTI allows developers to build CTI integrations that work across any browser and operating system using web technologies, so the integration is written once and works everywhere agents work, regardless of platform.",https://www.freecram.com/Salesforce-certification/Service-Cloud-Consultant-exam-questions.html?p=32
,157,"Cloud Kicks (CK) uses Service Cloud and Slack. For difficult cases, service agents want to create a swarm in Slack to pull in experts from multiple CK departments.What should the consultant recommend to an agent who wants to launch a Slack Swarm?",A. Escalation rules | B. Apex trigger | C. Quick Action,C,"A Quick Action on the Case object can trigger Slack Swarming, allowing agents to launch a Slack swarm channel from the case record with a single click. This is the recommended low-code approach for initiating swarms.",https://www.freecram.com/Salesforce-certification/Service-Cloud-Consultant-exam-questions.html?p=32
,158,A Service Cloud Consultant has deployed a new Agentforce Service Agent. The AI agent is not receiving messages.Which steps did the consultant most likely miss in the configuration process?,A. Editing the Omni-Channel Flow to route the conversation to the new AI agent. | B. Configuring the standard Escalation Topic and actions in Agent Builder. | C. Assigning the new AI agent in Embedded Messaging chat component in Experience Cloud site.,C,"For an Agentforce Service Agent to receive messages, it must be properly assigned/connected in the Embedded Messaging chat component configuration. Without assigning the AI agent to the messaging channel, messages cannot be routed to it.",https://www.freecram.com/Salesforce-certification/Service-Cloud-Consultant-exam-questions.html?p=32
,159,Cloud Kicks uses the Service Console and work items to route cases to available service reps. The service reps need a way to see work they have accepted and incoming items.Which feature should the Service Cloud Consultant recommend?,A. Personalized navigation menu | B. Actions & Recommendations component | C. Omni-Channel Utility widget,C,"The Omni-Channel Utility widget in the Service Console shows agents their current work assignments (accepted items) and incoming work items, providing a unified view of their workload without navigating away from the console.",https://www.freecram.com/Salesforce-certification/Service-Cloud-Consultant-exam-questions.html?p=32
,160,A consultant is advising Cloud Kicks on developing call center metrics to measure service rep productivity based on a combination of quality and practical metrics.Which key performance indicator (KPI) usually points to high customer satisfaction?,A. Knowledge article creation rate | B. First Contact Resolution | C. Self-help case deflection,B,"First Contact Resolution (FCR) is the KPI most directly correlated with high customer satisfaction. When issues are resolved in a single interaction, customers are more satisfied and more likely to remain loyal.",https://www.freecram.com/Salesforce-certification/Service-Cloud-Consultant-exam-questions.html?p=32
,161,The contact center at Universal Containers wants to reduce case volume and resolution time within Service Cloud.Which solution should a Service Cloud Consultant recommend?,A. Use the Article Auto-Response flow. | B. Embed the Agentforce Service Agent in the Service Console. | C. Implement a Knowledge base for customers and internal users.,C,Implementing a Knowledge base for customers and internal users reduces case volume through self-service deflection and improves resolution time by giving agents instant access to documented solutions for common issues.,https://www.freecram.com/Salesforce-certification/Service-Cloud-Consultant-exam-questions.html?p=33
,162,Universal Containers provides customers with different service levels based on their services agreement. The VP of customer service wants to use Service Cloud to track when cases have yet to reach certain stages and ensure that senior management is alerted accordingly.Which feature should a consultant recommend to address this requirement?,A. Reports and Dashboards | B. Entitlements and Milestones | C. Service Contracts,B,"Entitlements and Milestones allow tracking of case stages against SLA targets. When a case fails to reach a milestone within the required time, alerts and escalations can be triggered automatically to notify senior management.",https://www.freecram.com/Salesforce-certification/Service-Cloud-Consultant-exam-questions.html?p=33
,163,Which feature should a consultant recommend to prompt a Tier 2 service representative to take over case processing from Tier 1 and know how far Tier 1 had progressed in troubleshooting?,A. Path for Cases | B. Escalation Rules | C. Einstein Next Best Action,A,"Path for Cases displays the current stage in the case lifecycle with key fields highlighted for each stage. When Tier 1 escalates to Tier 2, Path shows exactly which troubleshooting stage was reached, enabling Tier 2 to pick up where Tier 1 left off.",https://www.freecram.com/Salesforce-certification/Service-Cloud-Consultant-exam-questions.html?p=33
